0.2047888435,0.3671432885,0.6287649475,0.9629838039,0.3343179755,0.01249220204
0.06165562591,0.3308268383,0.2738755709,0.2809742242,0.7150376785,0.1297699885
0.1445961195,0.3855514327,0.6890323824,0.909190615,0.3806058828,0.09957356729
0.5069372452,0.3849934905,0.6330014386,0.4178952304,0.936612309,0.9032843559
0.678010891,0.6028576656,0.0638921841,0.01593655238,0.009712329074,0.005219259924
0.1094796008,0.09174856154,0.2951284232,0.02152216776,0.007218222353,0.00147533386
0.8475944681,0.2944426895,0.307530227,0.3761103872,0.5251668223,0.3852953664
0.1951574893,0.536599011,0.7838879716,0.06596471823,0.1325498405,0.1873429749
0.8289533167,0.512590676,0.1712236004,0.04250983819,0.01865672718,0.02225883818
0.2761206904,0.2009054435,0.2649907589,0.01630160616,0.009103570904,0.02414422746
0.7604190038,0.9617050512,1,0.4537581566,0.4227469104,0.8028827572
0.1040671943,0.132752742,0.9605133615,0.2163412328,0.1374846351,0.6737873953
0.4029202977,0.4616731152,0.2541254658,0.9970598556,0.6902422934,0.8098503816
0.46,0.27,0.07955086339,0.08193823166,0.05202858281,0.006609366799
7.97E-07,4.12E-05,0.08881273296,0.6140085629,0.7470699665,0.01805297958
0.002029819689,0.02965915876,0.4183908113,0.905453217,0.7990253692,0.3327835909
0.06608157133,0.1869015697,0.2278296428,0.9089573934,0.7546658024,0.08785207038