,f1_weighted,f1_0,f1_1,kind,metric,bal_acc,corpus
0,0.8726227283477783,0.9306491017341614,0.4880046844482422,ekstedt_events,shift_hold_p_future,0.7499869959564269,SWB_GT
1,0.8793783783912659,0.9368023872375488,0.4987531304359436,ekstedt_events,shift_hold_p_future,0.762101118073978,SWB_GT
2,0.8783845901489258,0.9318544268608093,0.5239687561988831,ekstedt_events,shift_hold_p_future,0.7710815223491599,SWB_GT
3,0.8624225854873657,0.9314129948616028,0.40513166785240173,ekstedt_events,shift_hold_p_future,0.7170620409230407,SWB_GT
4,0.8787937164306641,0.9381499886512756,0.48536109924316406,ekstedt_events,shift_hold_p_future,0.7472734284955553,SWB_GT
0,0.6631132364273071,0.6663066744804382,0.6600660085678101,ekstedt_events,s_pred_p_future,0.6637968536056595,SWB_GT
1,0.7008280754089355,0.7106652855873108,0.6914414167404175,ekstedt_events,s_pred_p_future,0.7054278630381865,SWB_GT
2,0.7010345458984375,0.7143602967262268,0.6883190870285034,ekstedt_events,s_pred_p_future,0.7033151719154115,SWB_GT
3,0.6493736505508423,0.6352807879447937,0.6628211736679077,ekstedt_events,s_pred_p_future,0.6490282215122471,SWB_GT
4,0.6735774278640747,0.6732133030891418,0.6739248633384705,ekstedt_events,s_pred_p_future,0.6755280836376083,SWB_GT
0,0.8615935444831848,0.9310291409492493,0.40135136246681213,ekstedt_events,shift_hold_p_now,0.7317205923820944,SWB_GT
1,0.8596379160881042,0.9280851483345032,0.4059469997882843,ekstedt_events,shift_hold_p_now,0.7482808141078816,SWB_GT
2,0.862181544303894,0.9310586452484131,0.4056413769721985,ekstedt_events,shift_hold_p_now,0.748628415614708,SWB_GT
3,0.8534692525863647,0.9316397309303284,0.3353293538093567,ekstedt_events,shift_hold_p_now,0.6947967228441349,SWB_GT
4,0.8624565601348877,0.9293878078460693,0.41881442070007324,ekstedt_events,shift_hold_p_now,0.7421825165425122,SWB_GT
0,0.7452713251113892,0.75066739320755,0.7401224374771118,ekstedt_events,s_pred_p_now,0.7467100258633805,SWB_GT
1,0.7847411632537842,0.7847411632537842,0.7847411632537842,ekstedt_events,s_pred_p_now,0.7853767305644302,SWB_GT
2,0.7798529863357544,0.7789934277534485,0.7806732058525085,ekstedt_events,s_pred_p_now,0.7801755286779248,SWB_GT
3,0.7388370633125305,0.7217695116996765,0.7551229596138,ekstedt_events,s_pred_p_now,0.7384209075003804,SWB_GT
4,0.7548637390136719,0.7630606889724731,0.7470422387123108,ekstedt_events,s_pred_p_now,0.7564949651985395,SWB_GT
0,0.6864551901817322,0.7623817324638367,0.5269571542739868,ekstedt_events,backchannel,0.6808329642303638,SWB_GT
1,0.6948975324630737,0.7693731784820557,0.5384472608566284,ekstedt_events,backchannel,0.6790285809895644,SWB_GT
2,0.7019723653793335,0.7762212157249451,0.5459985136985779,ekstedt_events,backchannel,0.6893544284402141,SWB_GT
3,0.709930419921875,0.7892076969146729,0.5433932542800903,ekstedt_events,backchannel,0.6962444435699471,SWB_GT
4,0.6908763647079468,0.7806830406188965,0.5022204518318176,ekstedt_events,backchannel,0.6679497355715626,SWB_GT
0,0.6891681551933289,0.4092872440814972,0.7964272499084473,ekstedt_events,short_long,0.6100283713223988,SWB_GT
1,0.6665300726890564,0.3563918173313141,0.7853847742080688,ekstedt_events,short_long,0.5940001805239172,SWB_GT
2,0.6768554449081421,0.41075050830841064,0.7788351774215698,ekstedt_events,short_long,0.6151077100541114,SWB_GT
3,0.7223234176635742,0.48272252082824707,0.8141459822654724,ekstedt_events,short_long,0.6632299553432784,SWB_GT
4,0.6544979810714722,0.3199999928474426,0.7826880812644958,ekstedt_events,short_long,0.5963301629457831,SWB_GT
0,0.6142280101776123,0.7140381336212158,0.46078431606292725,roddy_events,overlaps_before_p_now,0.594357610914169,SWB_GT
1,0.6238446235656738,0.6800765991210938,0.5373961329460144,roddy_events,overlaps_before_p_now,0.61307874100333,SWB_GT
2,0.6347653269767761,0.7007434964179993,0.5333333611488342,roddy_events,overlaps_before_p_now,0.6167042646900849,SWB_GT
3,0.6191540956497192,0.7042002081871033,0.48840802907943726,roddy_events,overlaps_before_p_now,0.5952357933182941,SWB_GT
4,0.6279314756393433,0.6991720199584961,0.5184094309806824,roddy_events,overlaps_before_p_now,0.6096465785798689,SWB_GT
0,0.6478554010391235,0.7236723899841309,0.5312976837158203,roddy_events,overlaps_before_p_future,0.6257009345794393,SWB_GT
1,0.6618702411651611,0.7339946031570435,0.5509893298149109,roddy_events,overlaps_before_p_future,0.6404313030400688,SWB_GT
2,0.6734457612037659,0.7395263910293579,0.5718562602996826,roddy_events,overlaps_before_p_future,0.6538645396927705,SWB_GT
3,0.6423959732055664,0.7298245429992676,0.5079872012138367,roddy_events,overlaps_before_p_future,0.6172333225910409,SWB_GT
4,0.6437197923660278,0.7659919261932373,0.4557438790798187,roddy_events,overlaps_before_p_future,0.6288833387044795,SWB_GT
0,0.6747781038284302,0.7519859075546265,0.5560821294784546,roddy_events,overlaps_after_p_now,0.6530561821892792,SWB_GT
1,0.6816623210906982,0.7624021172523499,0.5575364828109741,roddy_events,overlaps_after_p_now,0.6621092491137608,SWB_GT
2,0.6851940751075745,0.7442290186882019,0.5944362878799438,roddy_events,overlaps_after_p_now,0.6704936083360189,SWB_GT
3,0.6746035218238831,0.7495559453964233,0.559374988079071,roddy_events,overlaps_after_p_now,0.6606026426039316,SWB_GT
4,0.6918874979019165,0.768153965473175,0.574638843536377,roddy_events,overlaps_after_p_now,0.6681759587495971,SWB_GT
0,0.714358389377594,0.7727272510528564,0.6246246099472046,roddy_events,overlaps_after_p_future,0.6968981630679987,SWB_GT
1,0.7168879508972168,0.7772768139839172,0.6240487098693848,roddy_events,overlaps_after_p_future,0.7002470727253196,SWB_GT
2,0.7241756319999695,0.7904929518699646,0.6222222447395325,roddy_events,overlaps_after_p_future,0.7058115801912128,SWB_GT
3,0.7000545263290405,0.7560073733329773,0.6140350699424744,roddy_events,overlaps_after_p_future,0.6886265979159952,SWB_GT
4,0.7138424515724182,0.7849650382995605,0.6045016050338745,roddy_events,overlaps_after_p_future,0.6958937587281127,SWB_GT
0,0.8385891318321228,0.915817141532898,0.4035740792751312,gap_0,gap_0_p_future,0.7017649217341866,SWB_GT
1,0.8433040976524353,0.9195643067359924,0.41374045610427856,gap_0,gap_0_p_future,0.7198552850432968,SWB_GT
2,0.841232180595398,0.9196470379829407,0.3995318114757538,gap_0,gap_0_p_future,0.7224641013245839,SWB_GT
3,0.8290082216262817,0.9154497981071472,0.34209463000297546,gap_0,gap_0_p_future,0.6851752099418229,SWB_GT
4,0.8431058526039124,0.9245244264602661,0.38448566198349,gap_0,gap_0_p_future,0.7061578319441222,SWB_GT
0,0.8328484296798706,0.9095919728279114,0.40056219696998596,gap_0,gap_0_p_now,0.7181479726398078,SWB_GT
1,0.83650803565979,0.9101356863975525,0.42177337408065796,gap_0,gap_0_p_now,0.7361947115879883,SWB_GT
2,0.8323814868927002,0.9090427160263062,0.4005592465400696,gap_0,gap_0_p_now,0.7288691644798727,SWB_GT
3,0.8222079277038574,0.9075153470039368,0.3416822552680969,gap_0,gap_0_p_now,0.6987137670202084,SWB_GT
4,0.8348460793495178,0.9110640287399292,0.40552017092704773,gap_0,gap_0_p_now,0.7250088225881045,SWB_GT
0,0.7784678339958191,0.7838258147239685,0.7735418677330017,gap_0,s_pred_p_now,0.7811581025983436,SWB_GT
1,0.8077850341796875,0.8072750568389893,0.8082539439201355,gap_0,s_pred_p_now,0.8090867947809885,SWB_GT
2,0.7979812622070312,0.7948303818702698,0.8008780479431152,gap_0,s_pred_p_now,0.7986806349025951,SWB_GT
3,0.7693346738815308,0.761904776096344,0.7761654853820801,gap_0,s_pred_p_now,0.7693160854573535,SWB_GT
4,0.785553514957428,0.7782894968986511,0.7922317981719971,gap_0,s_pred_p_now,0.7855095111590971,SWB_GT
0,0.6711033582687378,0.7020717859268188,0.6426321268081665,gap_0,s_pred_p_future,0.6800587331578509,SWB_GT
1,0.7116082906723022,0.7176287174224854,0.7060734033584595,gap_0,s_pred_p_future,0.7148732488122467,SWB_GT
2,0.7177406549453735,0.7226048707962036,0.7132686376571655,gap_0,s_pred_p_future,0.721115929999168,SWB_GT
3,0.6687874794006348,0.6653808951377869,0.6719193458557129,gap_0,s_pred_p_future,0.6697278669959836,SWB_GT
4,0.6895288228988647,0.6727089881896973,0.704992413520813,gap_0,s_pred_p_future,0.6935407732725571,SWB_GT
0,0.8500123620033264,0.9228449463844299,0.431969553232193,gap_0,superset_p_future,0.718079935475445,SWB_GT
1,0.8582677841186523,0.9243332743644714,0.47906699776649475,gap_0,superset_p_future,0.739578990211845,SWB_GT
2,0.8586059212684631,0.9219721555709839,0.4948979616165161,gap_0,superset_p_future,0.7446267333551548,SWB_GT
3,0.8453843593597412,0.9214043021202087,0.40904685854911804,gap_0,superset_p_future,0.7058576743947135,SWB_GT
4,0.8547382354736328,0.9239285588264465,0.45760098099708557,gap_0,superset_p_future,0.7325404011618937,SWB_GT
0,0.8071303963661194,0.8947213888168335,0.44341084361076355,ekstedt_events,shift_hold_p_future,0.7097327439931942,SWB_ASR
1,0.8186843991279602,0.8963876962661743,0.49602314829826355,ekstedt_events,shift_hold_p_future,0.7238416806769739,SWB_ASR
2,0.813430666923523,0.8942920565605164,0.47765567898750305,ekstedt_events,shift_hold_p_future,0.7255122251271038,SWB_ASR
3,0.7982252836227417,0.8830819725990295,0.4458598792552948,ekstedt_events,shift_hold_p_future,0.6951224301260228,SWB_ASR
4,0.8109222650527954,0.893849790096283,0.46656760573387146,ekstedt_events,shift_hold_p_future,0.7135989278032409,SWB_ASR
0,0.7156949043273926,0.7542234063148499,0.675305962562561,ekstedt_events,s_pred_p_future,0.7173609025451465,SWB_ASR
1,0.7321053743362427,0.7525891661643982,0.7106325626373291,ekstedt_events,s_pred_p_future,0.7329806322436564,SWB_ASR
2,0.7372971177101135,0.7557870149612427,0.7179144620895386,ekstedt_events,s_pred_p_future,0.7382595972430788,SWB_ASR
3,0.6942298412322998,0.7209567427635193,0.6662125587463379,ekstedt_events,s_pred_p_future,0.6943098070925262,SWB_ASR
4,0.7209450006484985,0.7526403665542603,0.6877192854881287,ekstedt_events,s_pred_p_future,0.7224057602710716,SWB_ASR
0,0.788704514503479,0.8810299038887024,0.40532544255256653,ekstedt_events,shift_hold_p_now,0.6969399467167667,SWB_ASR
1,0.7947022914886475,0.8927847146987915,0.3874172270298004,ekstedt_events,shift_hold_p_now,0.725239276865963,SWB_ASR
2,0.7960533499717712,0.8808026313781738,0.44413408637046814,ekstedt_events,shift_hold_p_now,0.7138452422240851,SWB_ASR
3,0.7773590683937073,0.8696433901786804,0.39415040612220764,ekstedt_events,shift_hold_p_now,0.688079043016957,SWB_ASR
4,0.7935045957565308,0.8823878765106201,0.4244185984134674,ekstedt_events,shift_hold_p_now,0.7088917367441239,SWB_ASR
0,0.7640644311904907,0.7740784883499146,0.7535668015480042,ekstedt_events,s_pred_p_now,0.7636687074044126,SWB_ASR
1,0.7906619906425476,0.8009450435638428,0.7798824310302734,ekstedt_events,s_pred_p_now,0.7901975280120134,SWB_ASR
2,0.7831425666809082,0.7945850491523743,0.7711475491523743,ekstedt_events,s_pred_p_now,0.7828493319471719,SWB_ASR
3,0.7529504299163818,0.7695879340171814,0.7355096340179443,ekstedt_events,s_pred_p_now,0.7525925070270687,SWB_ASR
4,0.7715326547622681,0.7809523940086365,0.7616580128669739,ekstedt_events,s_pred_p_now,0.77114627854145,SWB_ASR
0,0.7236931324005127,0.7675718665122986,0.6670480370521545,ekstedt_events,backchannel,0.7202800284957689,SWB_ASR
1,0.7404278516769409,0.7829888463020325,0.6854838728904724,ekstedt_events,backchannel,0.7380377137182661,SWB_ASR
2,0.7371103763580322,0.7559808492660522,0.7127496004104614,ekstedt_events,backchannel,0.7411184589257959,SWB_ASR
3,0.7492245435714722,0.7686986327171326,0.7240845561027527,ekstedt_events,backchannel,0.7502167765240919,SWB_ASR
4,0.7207649946212769,0.739054262638092,0.6971544623374939,ekstedt_events,backchannel,0.7249474699211329,SWB_ASR
0,0.7267199754714966,0.7648809552192688,0.6918075680732727,ekstedt_events,short_long,0.7407015352747655,SWB_ASR
1,0.7492475509643555,0.7676130533218384,0.7324455380439758,ekstedt_events,short_long,0.7573539864343446,SWB_ASR
2,0.7502129673957825,0.7795753479003906,0.7233502268791199,ekstedt_events,short_long,0.7611756732057999,SWB_ASR
3,0.7690318822860718,0.7829787135124207,0.7562723755836487,ekstedt_events,short_long,0.7749583688721011,SWB_ASR
4,0.6825120449066162,0.7202020287513733,0.6480305194854736,ekstedt_events,short_long,0.6946902542544982,SWB_ASR
0,0.5506383180618286,0.36006051301956177,0.6793025135993958,roddy_events,overlaps_before_p_now,0.5281414195386944,SWB_ASR
1,0.5490090250968933,0.3762662708759308,0.6656322479248047,roddy_events,overlaps_before_p_now,0.5258514306069743,SWB_ASR
2,0.5506383180618286,0.36006051301956177,0.6793025135993958,roddy_events,overlaps_before_p_now,0.528624861646502,SWB_ASR
3,0.5611568689346313,0.3918722867965698,0.6754453778266907,roddy_events,overlaps_before_p_now,0.5380392605880182,SWB_ASR
4,0.5452471971511841,0.3548872172832489,0.6737642288208008,roddy_events,overlaps_before_p_now,0.5378293449359439,SWB_ASR
0,0.6254814267158508,0.5441176295280457,0.6804123520851135,roddy_events,overlaps_before_p_future,0.6187740925918859,SWB_ASR
1,0.6286845803260803,0.5759999752044678,0.6642534136772156,roddy_events,overlaps_before_p_future,0.6262801674236352,SWB_ASR
2,0.6360792517662048,0.5724381804466248,0.6790450811386108,roddy_events,overlaps_before_p_future,0.6357963436510057,SWB_ASR
3,0.6243554949760437,0.5634458661079407,0.6654772758483887,roddy_events,overlaps_before_p_future,0.6241746498225258,SWB_ASR
4,0.628997266292572,0.5445544719696045,0.6860068440437317,roddy_events,overlaps_before_p_future,0.6180998180731015,SWB_ASR
0,0.5435124039649963,0.5185185074806213,0.5603864789009094,roddy_events,overlaps_after_p_now,0.564787603526583,SWB_ASR
1,0.5494949817657471,0.4411027431488037,0.6226734519004822,roddy_events,overlaps_after_p_now,0.5671730086637914,SWB_ASR
2,0.5535115003585815,0.4708680212497711,0.6093063950538635,roddy_events,overlaps_after_p_now,0.5698573845781967,SWB_ASR
3,0.5295511484146118,0.3866666555404663,0.6260162591934204,roddy_events,overlaps_after_p_now,0.5530959378140783,SWB_ASR
4,0.5415320992469788,0.43896424770355225,0.6107784509658813,roddy_events,overlaps_after_p_now,0.5793544775644696,SWB_ASR
0,0.6802626848220825,0.658823549747467,0.6947368383407593,roddy_events,overlaps_after_p_future,0.6930715112654733,SWB_ASR
1,0.6955093145370483,0.6194690465927124,0.746846079826355,roddy_events,overlaps_after_p_future,0.6987074284696513,SWB_ASR
2,0.704105019569397,0.640586793422699,0.7469879388809204,roddy_events,overlaps_after_p_future,0.7048840375049299,SWB_ASR
3,0.6622066497802734,0.5627477169036865,0.7293540239334106,roddy_events,overlaps_after_p_future,0.6593577853262598,SWB_ASR
4,0.6744529008865356,0.578599750995636,0.7391659617424011,roddy_events,overlaps_after_p_future,0.683262725341272,SWB_ASR
0,0.8208544254302979,0.905918300151825,0.37848222255706787,gap_0,gap_0_p_future,0.7020162708652273,SWB_ASR
1,0.8222483992576599,0.9100086688995361,0.3658536672592163,gap_0,gap_0_p_future,0.7120296461659299,SWB_ASR
2,0.8237034678459167,0.9013668298721313,0.4198174774646759,gap_0,gap_0_p_future,0.7115487815246098,SWB_ASR
3,0.8119326829910278,0.9039947986602783,0.33316609263420105,gap_0,gap_0_p_future,0.677037428084028,SWB_ASR
4,0.8253225088119507,0.907953143119812,0.3956044018268585,gap_0,gap_0_p_future,0.7000273095269568,SWB_ASR
0,0.8037427663803101,0.8927233815193176,0.34100136160850525,gap_0,gap_0_p_now,0.7015517376983611,SWB_ASR
1,0.8041247129440308,0.8902357816696167,0.35630688071250916,gap_0,gap_0_p_now,0.718120460719738,SWB_ASR
2,0.8037059307098389,0.8802912831306458,0.4054257869720459,gap_0,gap_0_p_now,0.7138708577750259,SWB_ASR
3,0.7964273691177368,0.8878751993179321,0.32085561752319336,gap_0,gap_0_p_now,0.6861796341914805,SWB_ASR
4,0.8106826543807983,0.8913528919219971,0.3911592960357666,gap_0,gap_0_p_now,0.7033888811784414,SWB_ASR
0,0.77080899477005,0.7776917219161987,0.764174222946167,gap_0,s_pred_p_now,0.7719332284554516,SWB_ASR
1,0.798660159111023,0.7972701787948608,0.800000011920929,gap_0,s_pred_p_now,0.7987887304411551,SWB_ASR
2,0.7930321097373962,0.7942925095558167,0.7918170690536499,gap_0,s_pred_p_now,0.7934388134253019,SWB_ASR
3,0.7629542350769043,0.7533222436904907,0.7722392678260803,gap_0,s_pred_p_now,0.7629792740016298,SWB_ASR
4,0.7778410911560059,0.7802761197090149,0.7754937410354614,gap_0,s_pred_p_now,0.7788235526120764,SWB_ASR
0,0.7207576632499695,0.7473568916320801,0.6951165795326233,gap_0,s_pred_p_future,0.7256469042046785,SWB_ASR
1,0.7349932193756104,0.7412315011024475,0.7289795875549316,gap_0,s_pred_p_future,0.7384396308620873,SWB_ASR
2,0.739234447479248,0.739234447479248,0.739234447479248,gap_0,s_pred_p_future,0.741209691937656,SWB_ASR
3,0.7014669179916382,0.7172099947929382,0.686290979385376,gap_0,s_pred_p_future,0.7038855919291953,SWB_ASR
4,0.727558970451355,0.7471135854721069,0.7087087035179138,gap_0,s_pred_p_future,0.7308066160852476,SWB_ASR
0,0.8204798698425293,0.8960381150245667,0.4773884415626526,gap_0,superset_p_future,0.7218797045904515,SWB_ASR
1,0.8225189447402954,0.8957385420799255,0.49004682898521423,gap_0,superset_p_future,0.7307378908048863,SWB_ASR
2,0.8199405670166016,0.8996466398239136,0.4580152630805969,gap_0,superset_p_future,0.7310985649429813,SWB_ASR
3,0.8074578642845154,0.8928655385971069,0.4196428656578064,gap_0,superset_p_future,0.7021349825466039,SWB_ASR
4,0.8212738633155823,0.9020573496818542,0.4544564187526703,gap_0,superset_p_future,0.7220566693129014,SWB_ASR
0,0.8271452188491821,0.883906364440918,0.6817677617073059,ekstedt_events,shift_hold_p_future,0.8023957003120572,CND
1,0.8299400210380554,0.8827286958694458,0.6947368383407593,ekstedt_events,shift_hold_p_future,0.8046057620431614,CND
2,0.8266477584838867,0.8835462331771851,0.6809184551239014,ekstedt_events,shift_hold_p_future,0.805621037945533,CND
3,0.8249785900115967,0.8780286312103271,0.6891059279441833,ekstedt_events,shift_hold_p_future,0.8039299589231009,CND
4,0.832142174243927,0.882655143737793,0.7027673721313477,ekstedt_events,shift_hold_p_future,0.8110072234325665,CND
0,0.8306834101676941,0.8119800090789795,0.8458390235900879,ekstedt_events,s_pred_p_future,0.8302140987994289,CND
1,0.833563506603241,0.8122648596763611,0.8508221507072449,ekstedt_events,s_pred_p_future,0.8313909104417776,CND
2,0.8347193002700806,0.8169585466384888,0.8491110801696777,ekstedt_events,s_pred_p_future,0.8336464988240301,CND
3,0.8362576365470886,0.8140988945960999,0.8542131185531616,ekstedt_events,s_pred_p_future,0.8331393211203655,CND
4,0.8360868692398071,0.8138741254806519,0.85408616065979,ekstedt_events,s_pred_p_future,0.8337972829012316,CND
0,0.8033053278923035,0.863756537437439,0.6484766006469727,ekstedt_events,shift_hold_p_now,0.7701495320704754,CND
1,0.8010280132293701,0.8648491501808167,0.6375681757926941,ekstedt_events,shift_hold_p_now,0.7706373388884652,CND
2,0.8054375648498535,0.8699561953544617,0.640191376209259,ekstedt_events,shift_hold_p_now,0.7727729051541345,CND
3,0.8007389903068542,0.8629286885261536,0.6414574384689331,ekstedt_events,shift_hold_p_now,0.7789700543852405,CND
4,0.8018929362297058,0.8636496663093567,0.6437203884124756,ekstedt_events,shift_hold_p_now,0.7743859024184679,CND
0,0.8187597990036011,0.790805459022522,0.8414116501808167,ekstedt_events,s_pred_p_now,0.8160496547061467,CND
1,0.8146632313728333,0.7835455536842346,0.839878261089325,ekstedt_events,s_pred_p_now,0.8093593197466423,CND
2,0.8162298202514648,0.7900763154029846,0.8374224305152893,ekstedt_events,s_pred_p_now,0.8130209542168588,CND
3,0.8332232236862183,0.8014440536499023,0.8589743375778198,ekstedt_events,s_pred_p_now,0.8307010746914847,CND
4,0.8213061094284058,0.7939814925193787,0.8434476852416992,ekstedt_events,s_pred_p_now,0.8177528357731885,CND
0,0.7318587899208069,0.7664632797241211,0.6721311211585999,ekstedt_events,backchannel,0.7522276389703347,CND
1,0.7341605424880981,0.7732645273208618,0.6666666865348816,ekstedt_events,backchannel,0.7534126553131519,CND
2,0.722608208656311,0.752449631690979,0.6711015701293945,ekstedt_events,backchannel,0.7497545709235756,CND
3,0.7355620861053467,0.7648731470108032,0.6849709153175354,ekstedt_events,backchannel,0.7593035381600369,CND
4,0.7313261032104492,0.7641854286193848,0.6746107339859009,ekstedt_events,backchannel,0.7534239899341415,CND
0,0.6289750337600708,0.4881495535373688,0.7093052268028259,ekstedt_events,short_long,0.6275901639682816,CND
1,0.633691132068634,0.5068532228469849,0.7060425281524658,ekstedt_events,short_long,0.6332202336739534,CND
2,0.5936293601989746,0.40878912806510925,0.6990666389465332,ekstedt_events,short_long,0.5738883218389764,CND
3,0.6464505791664124,0.48765918612480164,0.737028956413269,ekstedt_events,short_long,0.6357985597445788,CND
4,0.6275935173034668,0.5245505571365356,0.6863716840744019,ekstedt_events,short_long,0.6267972338016994,CND
0,0.6857446432113647,0.8110564351081848,0.3527885973453522,roddy_events,overlaps_before_p_now,0.6009050515217429,CND
1,0.6799389123916626,0.8008450269699097,0.35868892073631287,roddy_events,overlaps_before_p_now,0.5876116073841274,CND
2,0.6862460970878601,0.8161199688911438,0.3411685824394226,roddy_events,overlaps_before_p_now,0.5950784013364999,CND
3,0.677119255065918,0.8159554600715637,0.3082287311553955,roddy_events,overlaps_before_p_now,0.5858071682086655,CND
4,0.6776528358459473,0.8054607510566711,0.3380645215511322,roddy_events,overlaps_before_p_now,0.5923530431617008,CND
0,0.7827646136283875,0.8637502193450928,0.5675840973854065,roddy_events,overlaps_before_p_future,0.7278997815303425,CND
1,0.7825731039047241,0.8592100143432617,0.5789473652839661,roddy_events,overlaps_before_p_future,0.7312468681187787,CND
2,0.7792450189590454,0.8551751375198364,0.577497124671936,roddy_events,overlaps_before_p_future,0.7348540170443516,CND
3,0.7733650803565979,0.8507786393165588,0.5676755905151367,roddy_events,overlaps_before_p_future,0.719392738229423,CND
4,0.7779365181922913,0.8525044322013855,0.579808235168457,roddy_events,overlaps_before_p_future,0.7249934822282089,CND
0,0.7202122807502747,0.8204828500747681,0.45379146933555603,roddy_events,overlaps_after_p_now,0.6302216215351504,CND
1,0.7233802676200867,0.8372442126274109,0.42084169387817383,roddy_events,overlaps_after_p_now,0.6314542694539815,CND
2,0.73093581199646,0.8383800387382507,0.44545453786849976,roddy_events,overlaps_after_p_now,0.637556762982688,CND
3,0.7150802612304688,0.834174633026123,0.3986440598964691,roddy_events,overlaps_after_p_now,0.6141669336467052,CND
4,0.7267482280731201,0.8405688405036926,0.4243243336677551,roddy_events,overlaps_after_p_now,0.6355156087123262,CND
0,0.8171380162239075,0.8787339329719543,0.6534765362739563,roddy_events,overlaps_after_p_future,0.7736884794762608,CND
1,0.8208636045455933,0.8829536437988281,0.6558891534805298,roddy_events,overlaps_after_p_future,0.7781756897272567,CND
2,0.8151816725730896,0.8735169768333435,0.6601836681365967,roddy_events,overlaps_after_p_future,0.7761371295949211,CND
3,0.8139541745185852,0.8817371129989624,0.633853554725647,roddy_events,overlaps_after_p_future,0.7668658964670867,CND
