,Wall time,Step,Value,run,fold,split,objective,batch_size,learning_rate,
0,1721189629,1,0.06281258911,SWB_ASR,3,train,vad,32,0.001,
1,1721191316,2,0.05674240738,SWB_ASR,3,train,vad,32,0.001,
2,1721193004,3,0.05562525988,SWB_ASR,3,train,vad,32,0.001,
3,1721194690,4,0.05500293896,SWB_ASR,3,train,vad,32,0.001,
4,1721196376,5,0.05451929197,SWB_ASR,3,train,vad,32,0.001,
5,1721198063,6,0.05411850289,SWB_ASR,3,train,vad,32,0.001,
6,1721199749,7,0.05378825963,SWB_ASR,3,train,vad,32,0.001,
7,1721201435,8,0.05347559974,SWB_ASR,3,train,vad,32,0.001,
8,1721203122,9,0.05321134999,SWB_ASR,3,train,vad,32,0.001,
9,1721204809,10,0.0529582873,SWB_ASR,3,train,vad,32,0.001,
0,1721172804,1,0.06295990199,SWB_ASR,2,train,vad,32,0.001,
1,1721174484,2,0.05704024434,SWB_ASR,2,train,vad,32,0.001,
2,1721176164,3,0.05609100685,SWB_ASR,2,train,vad,32,0.001,
3,1721177848,4,0.05546667427,SWB_ASR,2,train,vad,32,0.001,
4,1721179529,5,0.05496752635,SWB_ASR,2,train,vad,32,0.001,
5,1721181211,6,0.05453588814,SWB_ASR,2,train,vad,32,0.001,
6,1721182892,7,0.05416650698,SWB_ASR,2,train,vad,32,0.001,
7,1721184573,8,0.05381883308,SWB_ASR,2,train,vad,32,0.001,
8,1721186255,9,0.05351720378,SWB_ASR,2,train,vad,32,0.001,
9,1721187936,10,0.05320678279,SWB_ASR,2,train,vad,32,0.001,
0,1721206492,1,0.06274312735,SWB_ASR,4,train,vad,32,0.001,
1,1721208178,2,0.05677236989,SWB_ASR,4,train,vad,32,0.001,
2,1721209862,3,0.05568971485,SWB_ASR,4,train,vad,32,0.001,
3,1721211546,4,0.05506732315,SWB_ASR,4,train,vad,32,0.001,
4,1721213231,5,0.05462578312,SWB_ASR,4,train,vad,32,0.001,
5,1721214916,6,0.05426979065,SWB_ASR,4,train,vad,32,0.001,
6,1721216602,7,0.05396066606,SWB_ASR,4,train,vad,32,0.001,
7,1721218286,8,0.0536760278,SWB_ASR,4,train,vad,32,0.001,
8,1721219969,9,0.05343623832,SWB_ASR,4,train,vad,32,0.001,
9,1721221653,10,0.05315182358,SWB_ASR,4,train,vad,32,0.001,
0,1721139093,1,0.06366965175,SWB_ASR,0,train,vad,32,0.001,
1,1721140778,2,0.05789562315,SWB_ASR,0,train,vad,32,0.001,
2,1721142464,3,0.05695164949,SWB_ASR,0,train,vad,32,0.001,
3,1721144149,4,0.05626623705,SWB_ASR,0,train,vad,32,0.001,
4,1721145836,5,0.05573721603,SWB_ASR,0,train,vad,32,0.001,
5,1721147524,6,0.05539920554,SWB_ASR,0,train,vad,32,0.001,
6,1721149211,7,0.05505270511,SWB_ASR,0,train,vad,32,0.001,
7,1721150898,8,0.05476818606,SWB_ASR,0,train,vad,32,0.001,
8,1721152585,9,0.05455909297,SWB_ASR,0,train,vad,32,0.001,
9,1721154272,10,0.05429108813,SWB_ASR,0,train,vad,32,0.001,
0,1721155960,1,0.06266957521,SWB_ASR,1,train,vad,32,0.001,
1,1721157644,2,0.05658577755,SWB_ASR,1,train,vad,32,0.001,
2,1721159329,3,0.05557825044,SWB_ASR,1,train,vad,32,0.001,
3,1721161013,4,0.05496737733,SWB_ASR,1,train,vad,32,0.001,
4,1721162701,5,0.05449893698,SWB_ASR,1,train,vad,32,0.001,
5,1721164386,6,0.05416985229,SWB_ASR,1,train,vad,32,0.001,
6,1721166071,7,0.05386070162,SWB_ASR,1,train,vad,32,0.001,
7,1721167759,8,0.05359111354,SWB_ASR,1,train,vad,32,0.001,
8,1721169442,9,0.05333602428,SWB_ASR,1,train,vad,32,0.001,
9,1721171127,10,0.05311113223,SWB_ASR,1,train,vad,32,0.001,
0,1721189629,1,0.005037609953,SWB_ASR,3,train,vap,32,0.001,
1,1721191316,2,0.004464232363,SWB_ASR,3,train,vap,32,0.001,
2,1721193004,3,0.004341289867,SWB_ASR,3,train,vap,32,0.001,
3,1721194690,4,0.004269380122,SWB_ASR,3,train,vap,32,0.001,
4,1721196376,5,0.004209812265,SWB_ASR,3,train,vap,32,0.001,
5,1721198063,6,0.004166348372,SWB_ASR,3,train,vap,32,0.001,
6,1721199749,7,0.004127670545,SWB_ASR,3,train,vap,32,0.001,
7,1721201435,8,0.004090490285,SWB_ASR,3,train,vap,32,0.001,
8,1721203122,9,0.004059066065,SWB_ASR,3,train,vap,32,0.001,
9,1721204809,10,0.004028209485,SWB_ASR,3,train,vap,32,0.001,
0,1721139093,1,0.005040275399,SWB_ASR,0,train,vap,32,0.001,
1,1721140778,2,0.004498281982,SWB_ASR,0,train,vap,32,0.001,
2,1721142464,3,0.004402056802,SWB_ASR,0,train,vap,32,0.001,
3,1721144149,4,0.004333871882,SWB_ASR,0,train,vap,32,0.001,
4,1721145836,5,0.004282779992,SWB_ASR,0,train,vap,32,0.001,
5,1721147524,6,0.004237086046,SWB_ASR,0,train,vap,32,0.001,
6,1721149211,7,0.004202852957,SWB_ASR,0,train,vap,32,0.001,
7,1721150898,8,0.004172808025,SWB_ASR,0,train,vap,32,0.001,
8,1721152585,9,0.004140733276,SWB_ASR,0,train,vap,32,0.001,
9,1721154272,10,0.004111651331,SWB_ASR,0,train,vap,32,0.001,
0,1721172804,1,0.00501455972,SWB_ASR,2,train,vap,32,0.001,
1,1721174484,2,0.004434695933,SWB_ASR,2,train,vap,32,0.001,
2,1721176164,3,0.004313727841,SWB_ASR,2,train,vap,32,0.001,
3,1721177848,4,0.00423875358,SWB_ASR,2,train,vap,32,0.001,
4,1721179529,5,0.004182534758,SWB_ASR,2,train,vap,32,0.001,
5,1721181211,6,0.004137125332,SWB_ASR,2,train,vap,32,0.001,
6,1721182892,7,0.004095625132,SWB_ASR,2,train,vap,32,0.001,
7,1721184573,8,0.004063987639,SWB_ASR,2,train,vap,32,0.001,
8,1721186255,9,0.004033144563,SWB_ASR,2,train,vap,32,0.001,
9,1721187936,10,0.004004389979,SWB_ASR,2,train,vap,32,0.001,
0,1721155960,1,0.005026817322,SWB_ASR,1,train,vap,32,0.001,
1,1721157644,2,0.004497786518,SWB_ASR,1,train,vap,32,0.001,
2,1721159329,3,0.00438210601,SWB_ASR,1,train,vap,32,0.001,
3,1721161013,4,0.004304387141,SWB_ASR,1,train,vap,32,0.001,
4,1721162701,5,0.004245068878,SWB_ASR,1,train,vap,32,0.001,
5,1721164386,6,0.004199389834,SWB_ASR,1,train,vap,32,0.001,
6,1721166071,7,0.004156334791,SWB_ASR,1,train,vap,32,0.001,
7,1721167759,8,0.004121599719,SWB_ASR,1,train,vap,32,0.001,
8,1721169442,9,0.004088832997,SWB_ASR,1,train,vap,32,0.001,
9,1721171127,10,0.004060212057,SWB_ASR,1,train,vap,32,0.001,
0,1721206492,1,0.005021024495,SWB_ASR,4,train,vap,32,0.001,
1,1721208178,2,0.004481554963,SWB_ASR,4,train,vap,32,0.001,
2,1721209862,3,0.004361176398,SWB_ASR,4,train,vap,32,0.001,
3,1721211546,4,0.004287451971,SWB_ASR,4,train,vap,32,0.001,
4,1721213231,5,0.004230109975,SWB_ASR,4,train,vap,32,0.001,
5,1721214916,6,0.004183529411,SWB_ASR,4,train,vap,32,0.001,
6,1721216602,7,0.004142526072,SWB_ASR,4,train,vap,32,0.001,
7,1721218286,8,0.00410791859,SWB_ASR,4,train,vap,32,0.001,
8,1721219969,9,0.004076638725,SWB_ASR,4,train,vap,32,0.001,
9,1721221653,10,0.00404603174,SWB_ASR,4,train,vap,32,0.001,
0,1721206691,1,0.00468143262,SWB_ASR,4,val,vad,32,0.001,
1,1721208378,2,0.004430420231,SWB_ASR,4,val,vad,32,0.001,
2,1721210062,3,0.004409126937,SWB_ASR,4,val,vad,32,0.001,
3,1721211746,4,0.004339999054,SWB_ASR,4,val,vad,32,0.001,
4,1721213431,5,0.004307144787,SWB_ASR,4,val,vad,32,0.001,
5,1721215116,6,0.004278890789,SWB_ASR,4,val,vad,32,0.001,
6,1721216801,7,0.004266002681,SWB_ASR,4,val,vad,32,0.001,
7,1721218485,8,0.004222272895,SWB_ASR,4,val,vad,32,0.001,
8,1721220168,9,0.004243451171,SWB_ASR,4,val,vad,32,0.001,
9,1721221852,10,0.004186935723,SWB_ASR,4,val,vad,32,0.001,
0,1721173007,1,0.004502201919,SWB_ASR,2,val,vad,32,0.001,
1,1721174686,2,0.004402413499,SWB_ASR,2,val,vad,32,0.001,
2,1721176369,3,0.004272093531,SWB_ASR,2,val,vad,32,0.001,
3,1721178050,4,0.004224324599,SWB_ASR,2,val,vad,32,0.001,
4,1721179732,5,0.004187894519,SWB_ASR,2,val,vad,32,0.001,
5,1721181414,6,0.004161496647,SWB_ASR,2,val,vad,32,0.001,
6,1721183095,7,0.0041542775,SWB_ASR,2,val,vad,32,0.001,
7,1721184776,8,0.004159520846,SWB_ASR,2,val,vad,32,0.001,
8,1721186458,9,0.004124800209,SWB_ASR,2,val,vad,32,0.001,
9,1721188139,10,0.00415720325,SWB_ASR,2,val,vad,32,0.001,
0,1721156157,1,0.004552016035,SWB_ASR,1,val,vad,32,0.001,
1,1721157841,2,0.004419007804,SWB_ASR,1,val,vad,32,0.001,
2,1721159526,3,0.00432778988,SWB_ASR,1,val,vad,32,0.001,
3,1721161212,4,0.004265041091,SWB_ASR,1,val,vad,32,0.001,
4,1721162898,5,0.004259076901,SWB_ASR,1,val,vad,32,0.001,
5,1721164582,6,0.004259752575,SWB_ASR,1,val,vad,32,0.001,
6,1721166268,7,0.004210738931,SWB_ASR,1,val,vad,32,0.001,
7,1721167956,8,0.004177195951,SWB_ASR,1,val,vad,32,0.001,
8,1721169639,9,0.004160890356,SWB_ASR,1,val,vad,32,0.001,
9,1721171324,10,0.004118754063,SWB_ASR,1,val,vad,32,0.001,
0,1721189826,1,0.004605559632,SWB_ASR,3,val,vad,32,0.001,
1,1721191515,2,0.004396304954,SWB_ASR,3,val,vad,32,0.001,
2,1721193201,3,0.004323151428,SWB_ASR,3,val,vad,32,0.001,
3,1721194887,4,0.004349928349,SWB_ASR,3,val,vad,32,0.001,
4,1721196573,5,0.004263775889,SWB_ASR,3,val,vad,32,0.001,
5,1721198260,6,0.00422968436,SWB_ASR,3,val,vad,32,0.001,
6,1721199946,7,0.004197129048,SWB_ASR,3,val,vad,32,0.001,
7,1721201632,8,0.004176700953,SWB_ASR,3,val,vad,32,0.001,
8,1721203319,9,0.004222924821,SWB_ASR,3,val,vad,32,0.001,
9,1721205006,10,0.004203376826,SWB_ASR,3,val,vad,32,0.001,
0,1721139290,1,0.004545875359,SWB_ASR,0,val,vad,32,0.001,
1,1721140975,2,0.004356982652,SWB_ASR,0,val,vad,32,0.001,
2,1721142660,3,0.004317554645,SWB_ASR,0,val,vad,32,0.001,
3,1721144346,4,0.004256067332,SWB_ASR,0,val,vad,32,0.001,
4,1721146034,5,0.004242797382,SWB_ASR,0,val,vad,32,0.001,
5,1721147721,6,0.004224624485,SWB_ASR,0,val,vad,32,0.001,
6,1721149408,7,0.004188052379,SWB_ASR,0,val,vad,32,0.001,
7,1721151096,8,0.004188964143,SWB_ASR,0,val,vad,32,0.001,
8,1721152782,9,0.00412270613,SWB_ASR,0,val,vad,32,0.001,
9,1721154469,10,0.004112373572,SWB_ASR,0,val,vad,32,0.001,
0,1721139290,1,0.06365858763,SWB_ASR,0,val,vap,32,0.001,
1,1721140975,2,0.06095513329,SWB_ASR,0,val,vap,32,0.001,
2,1721142660,3,0.05993111432,SWB_ASR,0,val,vap,32,0.001,
3,1721144346,4,0.06170928478,SWB_ASR,0,val,vap,32,0.001,
4,1721146034,5,0.06000927836,SWB_ASR,0,val,vap,32,0.001,
5,1721147721,6,0.06021454558,SWB_ASR,0,val,vap,32,0.001,
6,1721149408,7,0.06185466051,SWB_ASR,0,val,vap,32,0.001,
7,1721151096,8,0.06114059687,SWB_ASR,0,val,vap,32,0.001,
8,1721152782,9,0.06078092381,SWB_ASR,0,val,vap,32,0.001,
9,1721154469,10,0.05964549631,SWB_ASR,0,val,vap,32,0.001,
0,1721173007,1,0.05828879029,SWB_ASR,2,val,vap,32,0.001,
1,1721174686,2,0.05686673895,SWB_ASR,2,val,vap,32,0.001,
2,1721176369,3,0.0564221628,SWB_ASR,2,val,vap,32,0.001,
3,1721178050,4,0.05633452907,SWB_ASR,2,val,vap,32,0.001,
4,1721179732,5,0.05520042777,SWB_ASR,2,val,vap,32,0.001,
5,1721181414,6,0.05498952419,SWB_ASR,2,val,vap,32,0.001,
6,1721183095,7,0.05498347804,SWB_ASR,2,val,vap,32,0.001,
7,1721184776,8,0.055050008,SWB_ASR,2,val,vap,32,0.001,
8,1721186458,9,0.05460617319,SWB_ASR,2,val,vap,32,0.001,
9,1721188139,10,0.05473699421,SWB_ASR,2,val,vap,32,0.001,
0,1721189826,1,0.06296104193,SWB_ASR,3,val,vap,32,0.001,
1,1721191515,2,0.05999354646,SWB_ASR,3,val,vap,32,0.001,
2,1721193201,3,0.06187513471,SWB_ASR,3,val,vap,32,0.001,
3,1721194887,4,0.06146746501,SWB_ASR,3,val,vap,32,0.001,
4,1721196573,5,0.06193785742,SWB_ASR,3,val,vap,32,0.001,
5,1721198260,6,0.06147469208,SWB_ASR,3,val,vap,32,0.001,
6,1721199946,7,0.06057420373,SWB_ASR,3,val,vap,32,0.001,
7,1721201632,8,0.06068403274,SWB_ASR,3,val,vap,32,0.001,
8,1721203319,9,0.0619229041,SWB_ASR,3,val,vap,32,0.001,
9,1721205006,10,0.06173384935,SWB_ASR,3,val,vap,32,0.001,
0,1721206691,1,0.06051899865,SWB_ASR,4,val,vap,32,0.001,
1,1721208378,2,0.06316683441,SWB_ASR,4,val,vap,32,0.001,
2,1721210062,3,0.06271091104,SWB_ASR,4,val,vap,32,0.001,
3,1721211746,4,0.0633854419,SWB_ASR,4,val,vap,32,0.001,
4,1721213431,5,0.06302402914,SWB_ASR,4,val,vap,32,0.001,
5,1721215116,6,0.06251174957,SWB_ASR,4,val,vap,32,0.001,
6,1721216801,7,0.06190384924,SWB_ASR,4,val,vap,32,0.001,
7,1721218485,8,0.06237953156,SWB_ASR,4,val,vap,32,0.001,
8,1721220168,9,0.06286646426,SWB_ASR,4,val,vap,32,0.001,
9,1721221852,10,0.06227711961,SWB_ASR,4,val,vap,32,0.001,
0,1721156157,1,0.062736772,SWB_ASR,1,val,vap,32,0.001,
1,1721157841,2,0.06367003173,SWB_ASR,1,val,vap,32,0.001,
2,1721159526,3,0.06253428012,SWB_ASR,1,val,vap,32,0.001,
3,1721161212,4,0.06271166354,SWB_ASR,1,val,vap,32,0.001,
4,1721162898,5,0.06235698238,SWB_ASR,1,val,vap,32,0.001,
5,1721164582,6,0.06241708249,SWB_ASR,1,val,vap,32,0.001,
6,1721166268,7,0.06236474589,SWB_ASR,1,val,vap,32,0.001,
7,1721167956,8,0.06191211194,SWB_ASR,1,val,vap,32,0.001,
8,1721169639,9,0.06080504879,SWB_ASR,1,val,vap,32,0.001,
9,1721171324,10,0.0608891882,SWB_ASR,1,val,vap,32,0.001,
0,1724557129,1,0.1148715094,CND_multimodal_late_fusion,3,train,vad,16,0.005,
1,1724566898,2,0.1095860824,CND_multimodal_late_fusion,3,train,vad,16,0.005,
2,1724576717,3,0.1078297943,CND_multimodal_late_fusion,3,train,vad,16,0.005,
3,1724586549,4,0.1065543443,CND_multimodal_late_fusion,3,train,vad,16,0.005,
4,1724596431,5,0.105615221,CND_multimodal_late_fusion,3,train,vad,16,0.005,
5,1724606333,6,0.1048183218,CND_multimodal_late_fusion,3,train,vad,16,0.005,
6,1724616364,7,0.1041246504,CND_multimodal_late_fusion,3,train,vad,16,0.005,
7,1724626230,8,0.1034859195,CND_multimodal_late_fusion,3,train,vad,16,0.005,
8,1724636192,9,0.1028463468,CND_multimodal_late_fusion,3,train,vad,16,0.005,
9,1724646028,10,0.1024179086,CND_multimodal_late_fusion,3,train,vad,16,0.005,
0,1724261422,1,0.1160541028,CND_multimodal_late_fusion,0,train,vad,16,0.005,
1,1724271160,2,0.110240601,CND_multimodal_late_fusion,0,train,vad,16,0.005,
2,1724280910,3,0.1080928892,CND_multimodal_late_fusion,0,train,vad,16,0.005,
3,1724290658,4,0.1066910848,CND_multimodal_late_fusion,0,train,vad,16,0.005,
4,1724300448,5,0.1056126058,CND_multimodal_late_fusion,0,train,vad,16,0.005,
5,1724310215,6,0.1046838611,CND_multimodal_late_fusion,0,train,vad,16,0.005,
6,1724320779,7,0.1038974375,CND_multimodal_late_fusion,0,train,vad,16,0.005,
7,1724330607,8,0.1031691208,CND_multimodal_late_fusion,0,train,vad,16,0.005,
8,1724340443,9,0.1025282517,CND_multimodal_late_fusion,0,train,vad,16,0.005,
9,1724350266,10,0.1019165814,CND_multimodal_late_fusion,0,train,vad,16,0.005,
0,1724655804,1,0.116715692,CND_multimodal_late_fusion,4,train,vad,16,0.005,
1,1724665602,2,0.1109187156,CND_multimodal_late_fusion,4,train,vad,16,0.005,
2,1724675433,3,0.1088966504,CND_multimodal_late_fusion,4,train,vad,16,0.005,
3,1724685211,4,0.107459113,CND_multimodal_late_fusion,4,train,vad,16,0.005,
4,1724695037,5,0.1064008102,CND_multimodal_late_fusion,4,train,vad,16,0.005,
5,1724704885,6,0.1055563167,CND_multimodal_late_fusion,4,train,vad,16,0.005,
6,1724714706,7,0.1048359573,CND_multimodal_late_fusion,4,train,vad,16,0.005,
7,1724724546,8,0.1041577682,CND_multimodal_late_fusion,4,train,vad,16,0.005,
8,1724734394,9,0.1035699099,CND_multimodal_late_fusion,4,train,vad,16,0.005,
9,1724744243,10,0.102995567,CND_multimodal_late_fusion,4,train,vad,16,0.005,
0,1724458714,1,0.1168253049,CND_multimodal_late_fusion,2,train,vad,16,0.005,
1,1724468503,2,0.111075677,CND_multimodal_late_fusion,2,train,vad,16,0.005,
2,1724478291,3,0.1088029295,CND_multimodal_late_fusion,2,train,vad,16,0.005,
3,1724488091,4,0.106817767,CND_multimodal_late_fusion,2,train,vad,16,0.005,
4,1724497900,5,0.1057124734,CND_multimodal_late_fusion,2,train,vad,16,0.005,
5,1724507733,6,0.1047968268,CND_multimodal_late_fusion,2,train,vad,16,0.005,
6,1724517668,7,0.1040256023,CND_multimodal_late_fusion,2,train,vad,16,0.005,
7,1724527560,8,0.1033459455,CND_multimodal_late_fusion,2,train,vad,16,0.005,
8,1724537418,9,0.1027109623,CND_multimodal_late_fusion,2,train,vad,16,0.005,
9,1724547335,10,0.1021171138,CND_multimodal_late_fusion,2,train,vad,16,0.005,
0,1724360145,1,0.1152296215,CND_multimodal_late_fusion,1,train,vad,16,0.005,
1,1724369966,2,0.1099286377,CND_multimodal_late_fusion,1,train,vad,16,0.005,
2,1724379812,3,0.1081609726,CND_multimodal_late_fusion,1,train,vad,16,0.005,
3,1724389628,4,0.1072345152,CND_multimodal_late_fusion,1,train,vad,16,0.005,
4,1724399453,5,0.1068105102,CND_multimodal_late_fusion,1,train,vad,16,0.005,
5,1724409210,6,0.1064370871,CND_multimodal_late_fusion,1,train,vad,16,0.005,
6,1724419076,7,0.1105672121,CND_multimodal_late_fusion,1,train,vad,16,0.005,
7,1724428927,8,0.1128953174,CND_multimodal_late_fusion,1,train,vad,16,0.005,
8,1724438887,9,0.1183384508,CND_multimodal_late_fusion,1,train,vad,16,0.005,
9,1724448969,10,0.1228823289,CND_multimodal_late_fusion,1,train,vad,16,0.005,
0,1724360145,1,0.008276263252,CND_multimodal_late_fusion,1,train,vap,16,0.005,
1,1724369966,2,0.007688961457,CND_multimodal_late_fusion,1,train,vap,16,0.005,
2,1724379812,3,0.00751527492,CND_multimodal_late_fusion,1,train,vap,16,0.005,
3,1724389628,4,0.007433915976,CND_multimodal_late_fusion,1,train,vap,16,0.005,
4,1724399453,5,0.007412276696,CND_multimodal_late_fusion,1,train,vap,16,0.005,
5,1724409210,6,0.007385666948,CND_multimodal_late_fusion,1,train,vap,16,0.005,
6,1724419076,7,0.007940369658,CND_multimodal_late_fusion,1,train,vap,16,0.005,
7,1724428927,8,0.008279204369,CND_multimodal_late_fusion,1,train,vap,16,0.005,
8,1724438887,9,0.008962791413,CND_multimodal_late_fusion,1,train,vap,16,0.005,
9,1724448969,10,0.009442883544,CND_multimodal_late_fusion,1,train,vap,16,0.005,
0,1724458714,1,0.008235766552,CND_multimodal_late_fusion,2,train,vap,16,0.005,
1,1724468503,2,0.007644962985,CND_multimodal_late_fusion,2,train,vap,16,0.005,
2,1724478291,3,0.007455514278,CND_multimodal_late_fusion,2,train,vap,16,0.005,
3,1724488091,4,0.007329195738,CND_multimodal_late_fusion,2,train,vap,16,0.005,
4,1724497900,5,0.007237635087,CND_multimodal_late_fusion,2,train,vap,16,0.005,
5,1724507733,6,0.00716400519,CND_multimodal_late_fusion,2,train,vap,16,0.005,
6,1724517668,7,0.007102093194,CND_multimodal_late_fusion,2,train,vap,16,0.005,
7,1724527560,8,0.007050978951,CND_multimodal_late_fusion,2,train,vap,16,0.005,
8,1724537418,9,0.007003493141,CND_multimodal_late_fusion,2,train,vap,16,0.005,
9,1724547335,10,0.00696550915,CND_multimodal_late_fusion,2,train,vap,16,0.005,
0,1724655804,1,0.008287379518,CND_multimodal_late_fusion,4,train,vap,16,0.005,
1,1724665602,2,0.007680135313,CND_multimodal_late_fusion,4,train,vap,16,0.005,
2,1724675433,3,0.007483372465,CND_multimodal_late_fusion,4,train,vap,16,0.005,
3,1724685211,4,0.007361656055,CND_multimodal_late_fusion,4,train,vap,16,0.005,
4,1724695037,5,0.00727351848,CND_multimodal_late_fusion,4,train,vap,16,0.005,
5,1724704885,6,0.007209145464,CND_multimodal_late_fusion,4,train,vap,16,0.005,
6,1724714706,7,0.007155137137,CND_multimodal_late_fusion,4,train,vap,16,0.005,
7,1724724546,8,0.007110475563,CND_multimodal_late_fusion,4,train,vap,16,0.005,
8,1724734394,9,0.007071189117,CND_multimodal_late_fusion,4,train,vap,16,0.005,
9,1724744243,10,0.00703755673,CND_multimodal_late_fusion,4,train,vap,16,0.005,
0,1724261422,1,0.008228833787,CND_multimodal_late_fusion,0,train,vap,16,0.005,
1,1724271160,2,0.007636592258,CND_multimodal_late_fusion,0,train,vap,16,0.005,
2,1724280910,3,0.007434763946,CND_multimodal_late_fusion,0,train,vap,16,0.005,
3,1724290658,4,0.007308982313,CND_multimodal_late_fusion,0,train,vap,16,0.005,
4,1724300448,5,0.007217278238,CND_multimodal_late_fusion,0,train,vap,16,0.005,
5,1724310215,6,0.007142828312,CND_multimodal_late_fusion,0,train,vap,16,0.005,
