,Wall time,Step,Value,run,fold,split,objective,batch_size,learning_rate,
0,1725038580,1,0.007788449991,CND_multimodal_early_fusion,4,val,vad,16,0.001,
1,1725047820,2,0.007549189497,CND_multimodal_early_fusion,4,val,vad,16,0.001,
2,1725056889,3,0.009192789905,CND_multimodal_early_fusion,4,val,vad,16,0.001,
3,1725065912,4,0.008314616978,CND_multimodal_early_fusion,4,val,vad,16,0.001,
4,1725074959,5,0.008934748359,CND_multimodal_early_fusion,4,val,vad,16,0.001,
5,1725084006,6,0.009776435792,CND_multimodal_early_fusion,4,val,vad,16,0.001,
6,1725093026,7,0.009990280494,CND_multimodal_early_fusion,4,val,vad,16,0.001,
7,1725102057,8,0.01317021064,CND_multimodal_early_fusion,4,val,vad,16,0.001,
8,1725111103,9,0.01165847667,CND_multimodal_early_fusion,4,val,vad,16,0.001,
9,1725120153,10,0.01246559341,CND_multimodal_early_fusion,4,val,vad,16,0.001,
0,1724947347,1,0.007881179452,CND_multimodal_early_fusion,3,val,vad,16,0.001,
1,1724956405,2,0.007731436752,CND_multimodal_early_fusion,3,val,vad,16,0.001,
2,1724965514,3,0.007623266894,CND_multimodal_early_fusion,3,val,vad,16,0.001,
3,1724974588,4,0.007606206927,CND_multimodal_early_fusion,3,val,vad,16,0.001,
4,1724983639,5,0.007442532573,CND_multimodal_early_fusion,3,val,vad,16,0.001,
5,1724992686,6,0.007476600353,CND_multimodal_early_fusion,3,val,vad,16,0.001,
6,1725001773,7,0.007481122389,CND_multimodal_early_fusion,3,val,vad,16,0.001,
7,1725010854,8,0.007407472935,CND_multimodal_early_fusion,3,val,vad,16,0.001,
8,1725020170,9,0.007432247512,CND_multimodal_early_fusion,3,val,vad,16,0.001,
9,1725029412,10,0.007542264648,CND_multimodal_early_fusion,3,val,vad,16,0.001,
0,1724667013,1,0.007950187661,CND_multimodal_early_fusion,0,val,vad,16,0.001,
1,1724676058,2,0.007724996191,CND_multimodal_early_fusion,0,val,vad,16,0.001,
2,1724685162,3,0.007675357163,CND_multimodal_early_fusion,0,val,vad,16,0.001,
3,1724694248,4,0.00756053254,CND_multimodal_early_fusion,0,val,vad,16,0.001,
4,1724703358,5,0.007546809502,CND_multimodal_early_fusion,0,val,vad,16,0.001,
5,1724712449,6,0.007525641005,CND_multimodal_early_fusion,0,val,vad,16,0.001,
6,1724721587,7,0.007542250678,CND_multimodal_early_fusion,0,val,vad,16,0.001,
7,1724730692,8,0.007583378814,CND_multimodal_early_fusion,0,val,vad,16,0.001,
8,1724739811,9,0.007588470355,CND_multimodal_early_fusion,0,val,vad,16,0.001,
9,1724748889,10,0.007584988605,CND_multimodal_early_fusion,0,val,vad,16,0.001,
0,1724757979,1,0.1107962653,CND_multimodal_early_fusion,1,val,vap,16,0.001,
1,1724767103,2,0.1113982722,CND_multimodal_early_fusion,1,val,vap,16,0.001,
2,1724776245,3,0.1096817479,CND_multimodal_early_fusion,1,val,vap,16,0.001,
3,1724785363,4,0.1086581796,CND_multimodal_early_fusion,1,val,vap,16,0.001,
4,1724794508,5,0.1092688739,CND_multimodal_early_fusion,1,val,vap,16,0.001,
5,1724803628,6,0.1075431705,CND_multimodal_early_fusion,1,val,vap,16,0.001,
6,1724812777,7,0.1081451401,CND_multimodal_early_fusion,1,val,vap,16,0.001,
7,1724821942,8,0.1072607338,CND_multimodal_early_fusion,1,val,vap,16,0.001,
8,1724831072,9,0.1078166887,CND_multimodal_early_fusion,1,val,vap,16,0.001,
9,1724840213,10,0.108144708,CND_multimodal_early_fusion,1,val,vap,16,0.001,
0,1725038580,1,0.1105573401,CND_multimodal_early_fusion,4,val,vap,16,0.001,
1,1725047820,2,0.1080337688,CND_multimodal_early_fusion,4,val,vap,16,0.001,
2,1725056889,3,0.1322847605,CND_multimodal_early_fusion,4,val,vap,16,0.001,
3,1725065912,4,0.110491164,CND_multimodal_early_fusion,4,val,vap,16,0.001,
4,1725074959,5,0.1166054383,CND_multimodal_early_fusion,4,val,vap,16,0.001,
5,1725084006,6,0.1228058934,CND_multimodal_early_fusion,4,val,vap,16,0.001,
6,1725093026,7,0.1327953488,CND_multimodal_early_fusion,4,val,vap,16,0.001,
7,1725102057,8,0.1640795022,CND_multimodal_early_fusion,4,val,vap,16,0.001,
8,1725111103,9,0.1784552783,CND_multimodal_early_fusion,4,val,vap,16,0.001,
9,1725120153,10,0.1779037416,CND_multimodal_early_fusion,4,val,vap,16,0.001,
0,1724667013,1,0.1276676953,CND_multimodal_early_fusion,0,val,vap,16,0.001,
1,1724676058,2,0.1260217279,CND_multimodal_early_fusion,0,val,vap,16,0.001,
2,1724685162,3,0.1250500381,CND_multimodal_early_fusion,0,val,vap,16,0.001,
3,1724694248,4,0.1262236834,CND_multimodal_early_fusion,0,val,vap,16,0.001,
4,1724703358,5,0.1256166548,CND_multimodal_early_fusion,0,val,vap,16,0.001,
5,1724712449,6,0.1274801046,CND_multimodal_early_fusion,0,val,vap,16,0.001,
6,1724721587,7,0.1260275394,CND_multimodal_early_fusion,0,val,vap,16,0.001,
7,1724730692,8,0.1267288327,CND_multimodal_early_fusion,0,val,vap,16,0.001,
8,1724739811,9,0.1264171153,CND_multimodal_early_fusion,0,val,vap,16,0.001,
9,1724748889,10,0.1257556677,CND_multimodal_early_fusion,0,val,vap,16,0.001,
0,1724853171,1,0.1188339517,CND_multimodal_early_fusion,2,val,vap,16,0.001,
1,1724865467,2,0.1125212833,CND_multimodal_early_fusion,2,val,vap,16,0.001,
2,1724874538,3,0.1175300553,CND_multimodal_early_fusion,2,val,vap,16,0.001,
3,1724883587,4,0.1193188131,CND_multimodal_early_fusion,2,val,vap,16,0.001,
4,1724892678,5,0.1174062863,CND_multimodal_early_fusion,2,val,vap,16,0.001,
5,1724901752,6,0.1179418936,CND_multimodal_early_fusion,2,val,vap,16,0.001,
6,1724910843,7,0.1177545041,CND_multimodal_early_fusion,2,val,vap,16,0.001,
7,1724920101,8,0.1212813929,CND_multimodal_early_fusion,2,val,vap,16,0.001,
8,1724929235,9,0.1245839819,CND_multimodal_early_fusion,2,val,vap,16,0.001,
9,1724938296,10,0.1214690879,CND_multimodal_early_fusion,2,val,vap,16,0.001,
0,1724947347,1,0.1274344027,CND_multimodal_early_fusion,3,val,vap,16,0.001,
1,1724956405,2,0.1251929402,CND_multimodal_early_fusion,3,val,vap,16,0.001,
2,1724965514,3,0.1191355288,CND_multimodal_early_fusion,3,val,vap,16,0.001,
3,1724974588,4,0.1248279735,CND_multimodal_early_fusion,3,val,vap,16,0.001,
4,1724983639,5,0.1222883612,CND_multimodal_early_fusion,3,val,vap,16,0.001,
5,1724992686,6,0.123057358,CND_multimodal_early_fusion,3,val,vap,16,0.001,
6,1725001773,7,0.1221424714,CND_multimodal_early_fusion,3,val,vap,16,0.001,
7,1725010854,8,0.1219410598,CND_multimodal_early_fusion,3,val,vap,16,0.001,
8,1725020170,9,0.1176151484,CND_multimodal_early_fusion,3,val,vap,16,0.001,
9,1725029412,10,0.1192407086,CND_multimodal_early_fusion,3,val,vap,16,0.001,
0,1726299197,1,0.06413576752,SWB_ASR+CND,3,train,vad,32,0.001,
1,1726304526,2,0.06150374562,SWB_ASR+CND,3,train,vad,32,0.001,
2,1726309862,3,0.06063823029,SWB_ASR+CND,3,train,vad,32,0.001,
3,1726315204,4,0.06007090211,SWB_ASR+CND,3,train,vad,32,0.001,
4,1726320542,5,0.05961505324,SWB_ASR+CND,3,train,vad,32,0.001,
5,1726325880,6,0.05929173529,SWB_ASR+CND,3,train,vad,32,0.001,
6,1726331217,7,0.05901077017,SWB_ASR+CND,3,train,vad,32,0.001,
7,1726336566,8,0.05876718834,SWB_ASR+CND,3,train,vad,32,0.001,
8,1726341904,9,0.05855999514,SWB_ASR+CND,3,train,vad,32,0.001,
9,1726347246,10,0.05836432055,SWB_ASR+CND,3,train,vad,32,0.001,
0,1726139130,1,0.06444193423,SWB_ASR+CND,0,train,vad,32,0.001,
1,1726144448,2,0.06182089075,SWB_ASR+CND,0,train,vad,32,0.001,
2,1726149799,3,0.06085448712,SWB_ASR+CND,0,train,vad,32,0.001,
3,1726155126,4,0.06023098156,SWB_ASR+CND,0,train,vad,32,0.001,
4,1726160453,5,0.05977249891,SWB_ASR+CND,0,train,vad,32,0.001,
5,1726165786,6,0.05938852206,SWB_ASR+CND,0,train,vad,32,0.001,
6,1726171114,7,0.05908932164,SWB_ASR+CND,0,train,vad,32,0.001,
7,1726176446,8,0.05882398412,SWB_ASR+CND,0,train,vad,32,0.001,
8,1726181774,9,0.05860109627,SWB_ASR+CND,0,train,vad,32,0.001,
9,1726187103,10,0.05839721486,SWB_ASR+CND,0,train,vad,32,0.001,
0,1726245901,1,0.06463323534,SWB_ASR+CND,2,train,vad,32,0.001,
1,1726251225,2,0.0620001778,SWB_ASR+CND,2,train,vad,32,0.001,
2,1726256547,3,0.0610553734,SWB_ASR+CND,2,train,vad,32,0.001,
3,1726261876,4,0.06040591002,SWB_ASR+CND,2,train,vad,32,0.001,
4,1726267203,5,0.05993482098,SWB_ASR+CND,2,train,vad,32,0.001,
5,1726272532,6,0.05958083645,SWB_ASR+CND,2,train,vad,32,0.001,
6,1726277859,7,0.05927505717,SWB_ASR+CND,2,train,vad,32,0.001,
7,1726283183,8,0.05901931599,SWB_ASR+CND,2,train,vad,32,0.001,
8,1726288520,9,0.05877358839,SWB_ASR+CND,2,train,vad,32,0.001,
9,1726293851,10,0.05856287107,SWB_ASR+CND,2,train,vad,32,0.001,
0,1726192472,1,0.06444330513,SWB_ASR+CND,1,train,vad,32,0.001,
1,1726197809,2,0.06182087213,SWB_ASR+CND,1,train,vad,32,0.001,
2,1726203175,3,0.06085984409,SWB_ASR+CND,1,train,vad,32,0.001,
3,1726208518,4,0.06022280827,SWB_ASR+CND,1,train,vad,32,0.001,
4,1726213869,5,0.05975895748,SWB_ASR+CND,1,train,vad,32,0.001,
5,1726219207,6,0.05939983577,SWB_ASR+CND,1,train,vad,32,0.001,
6,1726224559,7,0.05906420201,SWB_ASR+CND,1,train,vad,32,0.001,
7,1726229907,8,0.05879341066,SWB_ASR+CND,1,train,vad,32,0.001,
8,1726235261,9,0.05856377259,SWB_ASR+CND,1,train,vad,32,0.001,
9,1726240604,10,0.05833972245,SWB_ASR+CND,1,train,vad,32,0.001,
0,1726352574,1,0.06411378831,SWB_ASR+CND,4,train,vad,32,0.001,
1,1726357914,2,0.06158508733,SWB_ASR+CND,4,train,vad,32,0.001,
2,1726363252,3,0.06069620699,SWB_ASR+CND,4,train,vad,32,0.001,
3,1726368589,4,0.06011567265,SWB_ASR+CND,4,train,vad,32,0.001,
4,1726373933,5,0.05968875065,SWB_ASR+CND,4,train,vad,32,0.001,
5,1726379265,6,0.05934489146,SWB_ASR+CND,4,train,vad,32,0.001,
6,1726384605,7,0.05908008292,SWB_ASR+CND,4,train,vad,32,0.001,
7,1726389942,8,0.05884975567,SWB_ASR+CND,4,train,vad,32,0.001,
8,1726395279,9,0.05863341317,SWB_ASR+CND,4,train,vad,32,0.001,
9,1726400617,10,0.05843961239,SWB_ASR+CND,4,train,vad,32,0.001,
0,1726299197,1,0.00422436418,SWB_ASR+CND,3,train,vap,32,0.001,
1,1726304526,2,0.003940187395,SWB_ASR+CND,3,train,vap,32,0.001,
2,1726309862,3,0.003864825936,SWB_ASR+CND,3,train,vap,32,0.001,
3,1726315204,4,0.003817371326,SWB_ASR+CND,3,train,vap,32,0.001,
4,1726320542,5,0.00378076639,SWB_ASR+CND,3,train,vap,32,0.001,
5,1726325880,6,0.003754154313,SWB_ASR+CND,3,train,vap,32,0.001,
6,1726331217,7,0.0037335651,SWB_ASR+CND,3,train,vap,32,0.001,
7,1726336566,8,0.003715871833,SWB_ASR+CND,3,train,vap,32,0.001,
8,1726341904,9,0.003701591399,SWB_ASR+CND,3,train,vap,32,0.001,
9,1726347246,10,0.003690938,SWB_ASR+CND,3,train,vap,32,0.001,
0,1726139130,1,0.004197128583,SWB_ASR+CND,0,train,vap,32,0.001,
1,1726144448,2,0.003919416107,SWB_ASR+CND,0,train,vap,32,0.001,
2,1726149799,3,0.00384329888,SWB_ASR+CND,0,train,vap,32,0.001,
3,1726155126,4,0.003794439137,SWB_ASR+CND,0,train,vap,32,0.001,
4,1726160453,5,0.003761880333,SWB_ASR+CND,0,train,vap,32,0.001,
5,1726165786,6,0.003736304119,SWB_ASR+CND,0,train,vap,32,0.001,
6,1726171114,7,0.00371451769,SWB_ASR+CND,0,train,vap,32,0.001,
7,1726176446,8,0.003699099878,SWB_ASR+CND,0,train,vap,32,0.001,
8,1726181774,9,0.00368391932,SWB_ASR+CND,0,train,vap,32,0.001,
9,1726187103,10,0.003673809813,SWB_ASR+CND,0,train,vap,32,0.001,
0,1726245901,1,0.004218982533,SWB_ASR+CND,2,train,vap,32,0.001,
1,1726251225,2,0.003931768704,SWB_ASR+CND,2,train,vap,32,0.001,
2,1726256547,3,0.003855641466,SWB_ASR+CND,2,train,vap,32,0.001,
3,1726261876,4,0.003806595691,SWB_ASR+CND,2,train,vap,32,0.001,
4,1726267203,5,0.003773971461,SWB_ASR+CND,2,train,vap,32,0.001,
5,1726272532,6,0.003750615753,SWB_ASR+CND,2,train,vap,32,0.001,
6,1726277859,7,0.003728454001,SWB_ASR+CND,2,train,vap,32,0.001,
7,1726283183,8,0.00371163385,SWB_ASR+CND,2,train,vap,32,0.001,
8,1726288520,9,0.003697824432,SWB_ASR+CND,2,train,vap,32,0.001,
9,1726293851,10,0.003685754724,SWB_ASR+CND,2,train,vap,32,0.001,
0,1726352574,1,0.004238097928,SWB_ASR+CND,4,train,vap,32,0.001,
1,1726357914,2,0.00395126408,SWB_ASR+CND,4,train,vap,32,0.001,
2,1726363252,3,0.003873758018,SWB_ASR+CND,4,train,vap,32,0.001,
3,1726368589,4,0.003826508764,SWB_ASR+CND,4,train,vap,32,0.001,
4,1726373933,5,0.003792281263,SWB_ASR+CND,4,train,vap,32,0.001,
5,1726379265,6,0.003768742783,SWB_ASR+CND,4,train,vap,32,0.001,
6,1726384605,7,0.003748050891,SWB_ASR+CND,4,train,vap,32,0.001,
7,1726389942,8,0.003732056124,SWB_ASR+CND,4,train,vap,32,0.001,
8,1726395279,9,0.003718476277,SWB_ASR+CND,4,train,vap,32,0.001,
9,1726400617,10,0.003708282718,SWB_ASR+CND,4,train,vap,32,0.001,
0,1726192472,1,0.004201449919,SWB_ASR+CND,1,train,vap,32,0.001,
1,1726197809,2,0.003926219419,SWB_ASR+CND,1,train,vap,32,0.001,
2,1726203175,3,0.003849406494,SWB_ASR+CND,1,train,vap,32,0.001,
3,1726208518,4,0.003802615451,SWB_ASR+CND,1,train,vap,32,0.001,
4,1726213869,5,0.003768817754,SWB_ASR+CND,1,train,vap,32,0.001,
5,1726219207,6,0.003740376094,SWB_ASR+CND,1,train,vap,32,0.001,
6,1726224559,7,0.003719642526,SWB_ASR+CND,1,train,vap,32,0.001,
7,1726229907,8,0.003702213755,SWB_ASR+CND,1,train,vap,32,0.001,
8,1726235261,9,0.003689073026,SWB_ASR+CND,1,train,vap,32,0.001,
9,1726240604,10,0.003677126253,SWB_ASR+CND,1,train,vap,32,0.001,
0,1726246544,1,0.003934921697,SWB_ASR+CND,2,val,vad,32,0.001,
1,1726251869,2,0.003886003979,SWB_ASR+CND,2,val,vad,32,0.001,
2,1726257191,3,0.003860455006,SWB_ASR+CND,2,val,vad,32,0.001,
3,1726262521,4,0.003807020141,SWB_ASR+CND,2,val,vad,32,0.001,
4,1726267848,5,0.003779350081,SWB_ASR+CND,2,val,vad,32,0.001,
5,1726273178,6,0.003838760545,SWB_ASR+CND,2,val,vad,32,0.001,
6,1726278503,7,0.003787655383,SWB_ASR+CND,2,val,vad,32,0.001,
7,1726283828,8,0.00382324215,SWB_ASR+CND,2,val,vad,32,0.001,
8,1726289164,9,0.003848931985,SWB_ASR+CND,2,val,vad,32,0.001,
9,1726294496,10,0.003792612813,SWB_ASR+CND,2,val,vad,32,0.001,
0,1726193090,1,0.003983025439,SWB_ASR+CND,1,val,vad,32,0.001,
1,1726198428,2,0.003908929415,SWB_ASR+CND,1,val,vad,32,0.001,
2,1726203793,3,0.00387814478,SWB_ASR+CND,1,val,vad,32,0.001,
3,1726209138,4,0.003860467812,SWB_ASR+CND,1,val,vad,32,0.001,
4,1726214487,5,0.003841406666,SWB_ASR+CND,1,val,vad,32,0.001,
5,1726219827,6,0.003797233105,SWB_ASR+CND,1,val,vad,32,0.001,
6,1726225178,7,0.003816368058,SWB_ASR+CND,1,val,vad,32,0.001,
7,1726230527,8,0.003781666048,SWB_ASR+CND,1,val,vad,32,0.001,
8,1726235881,9,0.00383197004,SWB_ASR+CND,1,val,vad,32,0.001,
9,1726241224,10,0.003827421227,SWB_ASR+CND,1,val,vad,32,0.001,
0,1726299830,1,0.004019131418,SWB_ASR+CND,3,val,vad,32,0.001,
1,1726305159,2,0.003991164267,SWB_ASR+CND,3,val,vad,32,0.001,
2,1726310495,3,0.003899608273,SWB_ASR+CND,3,val,vad,32,0.001,
3,1726315838,4,0.003882191377,SWB_ASR+CND,3,val,vad,32,0.001,
4,1726321176,5,0.00386234466,SWB_ASR+CND,3,val,vad,32,0.001,
5,1726326514,6,0.003843500279,SWB_ASR+CND,3,val,vad,32,0.001,
6,1726331853,7,0.00399478199,SWB_ASR+CND,3,val,vad,32,0.001,
7,1726337198,8,0.003812764538,SWB_ASR+CND,3,val,vad,32,0.001,
8,1726342539,9,0.003842223901,SWB_ASR+CND,3,val,vad,32,0.001,
9,1726347879,10,0.003821639111,SWB_ASR+CND,3,val,vad,32,0.001,
0,1726353217,1,0.003927996848,SWB_ASR+CND,4,val,vad,32,0.001,
1,1726358553,2,0.004032676574,SWB_ASR+CND,4,val,vad,32,0.001,
2,1726363891,3,0.003799541621,SWB_ASR+CND,4,val,vad,32,0.001,
3,1726369229,4,0.003823279403,SWB_ASR+CND,4,val,vad,32,0.001,
4,1726374572,5,0.003807791509,SWB_ASR+CND,4,val,vad,32,0.001,
5,1726379905,6,0.003813912859,SWB_ASR+CND,4,val,vad,32,0.001,
6,1726385244,7,0.003833303927,SWB_ASR+CND,4,val,vad,32,0.001,
7,1726390581,8,0.003757153405,SWB_ASR+CND,4,val,vad,32,0.001,
8,1726395918,9,0.00373046007,SWB_ASR+CND,4,val,vad,32,0.001,
9,1726401256,10,0.003752290271,SWB_ASR+CND,4,val,vad,32,0.001,
0,1726139769,1,0.004048959818,SWB_ASR+CND,0,val,vad,32,0.001,
1,1726145089,2,0.003949657548,SWB_ASR+CND,0,val,vad,32,0.001,
2,1726150440,3,0.00389201357,SWB_ASR+CND,0,val,vad,32,0.001,
3,1726155767,4,0.004076182377,SWB_ASR+CND,0,val,vad,32,0.001,
4,1726161103,5,0.003911430016,SWB_ASR+CND,0,val,vad,32,0.001,
5,1726166430,6,0.003872300498,SWB_ASR+CND,0,val,vad,32,0.001,
6,1726171756,7,0.003882544348,SWB_ASR+CND,0,val,vad,32,0.001,
7,1726177089,8,0.003854876617,SWB_ASR+CND,0,val,vad,32,0.001,
8,1726182417,9,0.003917712253,SWB_ASR+CND,0,val,vad,32,0.001,
9,1726187744,10,0.00383391371,SWB_ASR+CND,0,val,vad,32,0.001,
0,1726299830,1,0.06937292963,SWB_ASR+CND,3,val,vap,32,0.001,
1,1726305159,2,0.0655118525,SWB_ASR+CND,3,val,vap,32,0.001,
2,1726310495,3,0.06483165175,SWB_ASR+CND,3,val,vap,32,0.001,
3,1726315838,4,0.06568707526,SWB_ASR+CND,3,val,vap,32,0.001,
4,1726321176,5,0.06478708982,SWB_ASR+CND,3,val,vap,32,0.001,
5,1726326514,6,0.06315715611,SWB_ASR+CND,3,val,vap,32,0.001,
6,1726331853,7,0.06589514762,SWB_ASR+CND,3,val,vap,32,0.001,
7,1726337198,8,0.06997969002,SWB_ASR+CND,3,val,vap,32,0.001,
8,1726342539,9,0.06590878218,SWB_ASR+CND,3,val,vap,32,0.001,
9,1726347879,10,0.0937826857,SWB_ASR+CND,3,val,vap,32,0.001,
0,1726139769,1,0.06313796341,SWB_ASR+CND,0,val,vap,32,0.001,
1,1726145089,2,0.06225140765,SWB_ASR+CND,0,val,vap,32,0.001,
2,1726150440,3,0.06265534461,SWB_ASR+CND,0,val,vap,32,0.001,
3,1726155767,4,0.06351257861,SWB_ASR+CND,0,val,vap,32,0.001,
4,1726161103,5,0.06365107,SWB_ASR+CND,0,val,vap,32,0.001,
5,1726166430,6,0.0633450374,SWB_ASR+CND,0,val,vap,32,0.001,
6,1726171756,7,0.06411869824,SWB_ASR+CND,0,val,vap,32,0.001,
7,1726177089,8,0.06110126525,SWB_ASR+CND,0,val,vap,32,0.001,
8,1726182417,9,0.0621179156,SWB_ASR+CND,0,val,vap,32,0.001,
9,1726187744,10,0.06303179264,SWB_ASR+CND,0,val,vap,32,0.001,
0,1726193090,1,0.0627527684,SWB_ASR+CND,1,val,vap,32,0.001,
1,1726198428,2,0.06215355173,SWB_ASR+CND,1,val,vap,32,0.001,
2,1726203793,3,0.06190962344,SWB_ASR+CND,1,val,vap,32,0.001,
3,1726209138,4,0.06193285063,SWB_ASR+CND,1,val,vap,32,0.001,
4,1726214487,5,0.0629343465,SWB_ASR+CND,1,val,vap,32,0.001,
5,1726219827,6,0.06226209179,SWB_ASR+CND,1,val,vap,32,0.001,
6,1726225178,7,0.06390106678,SWB_ASR+CND,1,val,vap,32,0.001,
7,1726230527,8,0.0641065836,SWB_ASR+CND,1,val,vap,32,0.001,
8,1726235881,9,0.06248672307,SWB_ASR+CND,1,val,vap,32,0.001,
9,1726241224,10,0.06714081019,SWB_ASR+CND,1,val,vap,32,0.001,
0,1726353217,1,0.06786123663,SWB_ASR+CND,4,val,vap,32,0.001,
1,1726358553,2,0.06656931341,SWB_ASR+CND,4,val,vap,32,0.001,
2,1726363891,3,0.06576541811,SWB_ASR+CND,4,val,vap,32,0.001,
3,1726369229,4,0.0653213039,SWB_ASR+CND,4,val,vap,32,0.001,
4,1726374572,5,0.0635997504,SWB_ASR+CND,4,val,vap,32,0.001,
5,1726379905,6,0.06568668038,SWB_ASR+CND,4,val,vap,32,0.001,
6,1726385244,7,0.06491075456,SWB_ASR+CND,4,val,vap,32,0.001,
7,1726390581,8,0.0654649213,SWB_ASR+CND,4,val,vap,32,0.001,
8,1726395918,9,0.06474546343,SWB_ASR+CND,4,val,vap,32,0.001,
9,1726401256,10,0.0664871484,SWB_ASR+CND,4,val,vap,32,0.001,
0,1726246544,1,0.06318808347,SWB_ASR+CND,2,val,vap,32,0.001,
1,1726251869,2,0.06148128584,SWB_ASR+CND,2,val,vap,32,0.001,
2,1726257191,3,0.06112174317,SWB_ASR+CND,2,val,vap,32,0.001,
3,1726262521,4,0.06042905152,SWB_ASR+CND,2,val,vap,32,0.001,
4,1726267848,5,0.06015424803,SWB_ASR+CND,2,val,vap,32,0.001,
5,1726273178,6,0.06158011034,SWB_ASR+CND,2,val,vap,32,0.001,
6,1726278503,7,0.06057620049,SWB_ASR+CND,2,val,vap,32,0.001,
7,1726283828,8,0.061986994,SWB_ASR+CND,2,val,vap,32,0.001,
8,1726289164,9,0.06078279763,SWB_ASR+CND,2,val,vap,32,0.001,
9,1726294496,10,0.06069730967,SWB_ASR+CND,2,val,vap,32,0.001,